task_id,system,scenario,task_family,failure_type,success,tool_calls,repair_actions,repair_triggered,user_turns,total_steps,reuse_pass_index,reused_artifact,second_run_improvement,stop_reason,trace_path
toolsandbox_state_dep_001,a0_baseline,state_dependency,t2_dynamic_branching,state_dependency,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/001_toolsandbox_state_dep_001_a0_baseline.json
toolsandbox_state_dep_001,a1_recovery,state_dependency,t2_dynamic_branching,state_dependency,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/001_toolsandbox_state_dep_001_a1_recovery.json
toolsandbox_state_dep_001,a2_planner,state_dependency,t2_dynamic_branching,state_dependency,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/001_toolsandbox_state_dep_001_a2_planner.json
toolsandbox_state_dep_001,a3_interaction,state_dependency,t2_dynamic_branching,state_dependency,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/001_toolsandbox_state_dep_001_a3_interaction.json
toolsandbox_state_dep_001,a4_reuse,state_dependency,t2_dynamic_branching,state_dependency,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/001_toolsandbox_state_dep_001_a4_reuse.json
toolsandbox_state_dep_002,a0_baseline,state_dependency,t2_dynamic_branching,state_dependency,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/002_toolsandbox_state_dep_002_a0_baseline.json
toolsandbox_state_dep_002,a1_recovery,state_dependency,t2_dynamic_branching,state_dependency,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/002_toolsandbox_state_dep_002_a1_recovery.json
toolsandbox_state_dep_002,a2_planner,state_dependency,t2_dynamic_branching,state_dependency,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/002_toolsandbox_state_dep_002_a2_planner.json
toolsandbox_state_dep_002,a3_interaction,state_dependency,t2_dynamic_branching,state_dependency,True,2,0,0,0,2,0,False,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/002_toolsandbox_state_dep_002_a3_interaction.json
toolsandbox_state_dep_002,a4_reuse,state_dependency,t2_dynamic_branching,state_dependency,True,2,0,0,0,2,0,True,0.0,success_criteria_satisfied,outputs/exp/toolsandbox_core_a0a4_r3/runs/run_01/traces/002_toolsandbox_state_dep_002_a4_reuse.json
