task_id,system,scenario,success,tool_calls,repair_actions,repair_triggered,user_turns,total_steps,stop_reason,trace_path
toolsandbox_state_dep_001,a0_baseline,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/001_toolsandbox_state_dep_001_a0_baseline.json
toolsandbox_state_dep_001,a1_recovery,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/001_toolsandbox_state_dep_001_a1_recovery.json
toolsandbox_state_dep_001,a2_planner,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/001_toolsandbox_state_dep_001_a2_planner.json
toolsandbox_state_dep_001,a3_interaction,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/001_toolsandbox_state_dep_001_a3_interaction.json
toolsandbox_state_dep_001,a4_reuse,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/001_toolsandbox_state_dep_001_a4_reuse.json
toolsandbox_state_dep_002,a0_baseline,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/002_toolsandbox_state_dep_002_a0_baseline.json
toolsandbox_state_dep_002,a1_recovery,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/002_toolsandbox_state_dep_002_a1_recovery.json
toolsandbox_state_dep_002,a2_planner,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/002_toolsandbox_state_dep_002_a2_planner.json
toolsandbox_state_dep_002,a3_interaction,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/002_toolsandbox_state_dep_002_a3_interaction.json
toolsandbox_state_dep_002,a4_reuse,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/002_toolsandbox_state_dep_002_a4_reuse.json
toolsandbox_missing_info_001,a0_baseline,environment_failure,False,2,0,0,0,2,step_failed:step_02:environment unavailable for write operation,outputs/toolsandbox_bench_formal/runs/run_01/traces/003_toolsandbox_missing_info_001_a0_baseline.json
toolsandbox_missing_info_001,a1_recovery,environment_failure,False,2,0,1,0,2,awaiting_user_interaction,outputs/toolsandbox_bench_formal/runs/run_01/traces/003_toolsandbox_missing_info_001_a1_recovery.json
