run_index,task_id,system,scenario,task_family,failure_type,success,tool_calls,repair_actions,repair_triggered,user_turns,total_steps,token_cost,wall_clock_ms,observed_error_type,first_failure_recovered,repair_extra_tool_calls,repair_extra_user_turns,repair_user_clarification,reuse_pass_index,reused_artifact,second_run_improvement,stop_reason,trace_path
1,send_message_with_contact_content_cellular_off_3_distraction_tools_arg_description_scrambled,a0_baseline,state_dependency,t2_dynamic_branching,state_dependency,True,2,0,0,0,2,0.0,0,none,False,0,0,False,0,False,0.0,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/toolsandbox_full_official/runs/run_01/traces/001_send_message_with_contact_content_cellular_off_3_distraction_tools_arg_description_scrambled_a0_baseline.json
1,send_message_with_contact_content_cellular_off_3_distraction_tools_arg_description_scrambled,a1_recovery,state_dependency,t2_dynamic_branching,state_dependency,True,2,0,0,0,2,0.0,0,state_dependency,False,0,0,False,0,False,0.0,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/toolsandbox_full_official/runs/run_01/traces/001_send_message_with_contact_content_cellular_off_3_distraction_tools_arg_description_scrambled_a1_recovery.json
1,send_message_with_contact_content_cellular_off_3_distraction_tools_arg_description_scrambled,a2_planner,state_dependency,t2_dynamic_branching,state_dependency,True,2,0,0,0,2,0.0,0,state_dependency,False,0,0,False,0,False,0.0,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/toolsandbox_full_official/runs/run_01/traces/001_send_message_with_contact_content_cellular_off_3_distraction_tools_arg_description_scrambled_a2_planner.json
1,send_message_with_contact_content_cellular_off_3_distraction_tools_arg_description_scrambled,a3_interaction,state_dependency,t2_dynamic_branching,state_dependency,True,2,0,0,0,2,0.0,0,state_dependency,False,0,0,False,0,False,0.0,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/toolsandbox_full_official/runs/run_01/traces/001_send_message_with_contact_content_cellular_off_3_distraction_tools_arg_description_scrambled_a3_interaction.json
1,send_message_with_contact_content_cellular_off_3_distraction_tools_arg_description_scrambled,a4_reuse,state_dependency,t2_dynamic_branching,state_dependency,True,2,0,0,0,2,0.0,0,state_dependency,False,0,0,False,0,False,0.0,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/toolsandbox_full_official/runs/run_01/traces/001_send_message_with_contact_content_cellular_off_3_distraction_tools_arg_description_scrambled_a4_reuse.json
1,send_message_with_contact_content_cellular_off_multiple_user_turn,a0_baseline,state_dependency,t3_must_interact,state_dependency,True,2,0,0,0,2,0.0,0,none,False,0,0,False,0,False,0.0,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/toolsandbox_full_official/runs/run_01/traces/002_send_message_with_contact_content_cellular_off_multiple_user_turn_a0_baseline.json
1,send_message_with_contact_content_cellular_off_multiple_user_turn,a1_recovery,state_dependency,t3_must_interact,state_dependency,True,2,0,0,0,2,0.0,0,state_dependency,False,0,0,False,0,False,0.0,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/toolsandbox_full_official/runs/run_01/traces/002_send_message_with_contact_content_cellular_off_multiple_user_turn_a1_recovery.json
1,send_message_with_contact_content_cellular_off_multiple_user_turn,a2_planner,state_dependency,t3_must_interact,state_dependency,True,2,0,0,0,2,0.0,0,state_dependency,False,0,0,False,0,False,0.0,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/toolsandbox_full_official/runs/run_01/traces/002_send_message_with_contact_content_cellular_off_multiple_user_turn_a2_planner.json
1,send_message_with_contact_content_cellular_off_multiple_user_turn,a3_interaction,state_dependency,t3_must_interact,state_dependency,True,2,0,0,0,2,0.0,0,state_dependency,False,0,0,False,0,False,0.0,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/toolsandbox_full_official/runs/run_01/traces/002_send_message_with_contact_content_cellular_off_multiple_user_turn_a3_interaction.json
1,send_message_with_contact_content_cellular_off_multiple_user_turn,a4_reuse,state_dependency,t3_must_interact,state_dependency,True,2,0,0,0,2,0.0,0,state_dependency,False,0,0,False,0,False,0.0,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/toolsandbox_full_official/runs/run_01/traces/002_send_message_with_contact_content_cellular_off_multiple_user_turn_a4_reuse.json
1,send_message_with_contact_content_cellular_off_multiple_user_turn_10_distraction_tools,a0_baseline,state_dependency,t3_must_interact,state_dependency,True,2,0,0,0,2,0.0,0,none,False,0,0,False,0,False,0.0,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/toolsandbox_full_official/runs/run_01/traces/003_send_message_with_contact_content_cellular_off_multiple_user_turn_10_distraction_tools_a0_baseline.json
1,send_message_with_contact_content_cellular_off_multiple_user_turn_10_distraction_tools,a1_recovery,state_dependency,t3_must_interact,state_dependency,True,2,0,0,0,2,0.0,0,state_dependency,False,0,0,False,0,False,0.0,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/toolsandbox_full_official/runs/run_01/traces/003_send_message_with_contact_content_cellular_off_multiple_user_turn_10_distraction_tools_a1_recovery.json
1,send_message_with_contact_content_cellular_off_multiple_user_turn_10_distraction_tools,a2_planner,state_dependency,t3_must_interact,state_dependency,True,2,0,0,0,2,0.0,0,state_dependency,False,0,0,False,0,False,0.0,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/toolsandbox_full_official/runs/run_01/traces/003_send_message_with_contact_content_cellular_off_multiple_user_turn_10_distraction_tools_a2_planner.json
1,send_message_with_contact_content_cellular_off_multiple_user_turn_10_distraction_tools,a3_interaction,state_dependency,t3_must_interact,state_dependency,True,2,0,0,0,2,0.0,0,state_dependency,False,0,0,False,0,False,0.0,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/toolsandbox_full_official/runs/run_01/traces/003_send_message_with_contact_content_cellular_off_multiple_user_turn_10_distraction_tools_a3_interaction.json
1,send_message_with_contact_content_cellular_off_multiple_user_turn_10_distraction_tools,a4_reuse,state_dependency,t3_must_interact,state_dependency,True,2,0,0,0,2,0.0,0,state_dependency,False,0,0,False,0,False,0.0,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/toolsandbox_full_official/runs/run_01/traces/003_send_message_with_contact_content_cellular_off_multiple_user_turn_10_distraction_tools_a4_reuse.json
